order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD277733,ID1132069623,2019-07-13,Thompson,"[('iAssist Line', 2), ('Thunder line', 1)]",6630,60.77,-37.81412260000001,144.9444126,5,6359.27,Winter,False,0.2839,"great phone, great deal this is exactly what i wanted and what i expected. excellent!",True
ORD110216,ID6222911324,2019-02-25,Bakers,"[('iStream', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",7200,80.13,-37.8109964,145.0106914,0,7280.13,Summer,False,1.3641,five stars good phone works perfectly,True
ORD080241,ID5797758256,2019-04-22,Thompson,"[('iStream', 1), ('Alcon 10', 1), ('iAssist Line', 2)]",13550,64.19,-37.8072698,144.9453335,15,11581.69,Autumn,True,0.6206,two stars not that good,False
ORD046343,ID0579391888,2019-12-06,Nickolson,"[('iAssist Line', 2), ('Toshika 750', 1)]",8770,144.915,-37.821683,144.956248,25,6722.415,Summer,True,1.2192,i have never been more satisfied with a product. perfect introduction to iassist.,True
ORD031430,ID0589419721,2019-11-13,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2)]",9070,77.81,-37.8094764,144.9727494,15,7787.31,Spring,False,1.0533,great phone i have to say that i ordered this phone on february 4 2018 and i have dropped it many times and still works great,True
ORD368772,ID2789606894,2019-10-30,Bakers,"[('iStream', 2), ('Thunder line', 2), ('Olivia x460', 1)]",5885,105.93,-37.8024332,144.9831587,15,5108.18,Spring,True,1.3551,"five stars great condition, product came as described. unlocked verizon phone...nicely packaged with a charger.",True
ORD285006,ID0741702228,2019-04-18,Nickolson,"[('Universe Note', 1), ('iAssist Line', 1), ('iStream', 2), ('Olivia x460', 1)]",7200,77.48,-37.8167966,144.9699858,0,7277.48,Autumn,True,0.2038,"great phone best phone i have ever used ,works great in usa and does a lot for the price !",True
ORD149515,ID0248746913,2019-11-29,Bakers,"[('pearTV', 1), ('Toshika 750', 1)]",10630,82.72,-37.8226329,144.9972977,0,10712.72,Spring,False,1.4184,awesome phone. i love this flip phone which replaced ... awesome phone. i love this flip phone which replaced my very crippled other flip phone...may it rip.,True
ORD147355,ID0034633426,2019-02-04,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 2)]",14260,71.96,-37.8068421,144.9542196,10,12905.96,Summer,False,0.9038,lots of good features for the digico member. tablet is nice and fast.,True
ORD171426,ID0202474283,2019-07-11,Thompson,"[('Universe Note', 2), ('Olivia x460', 1)]",8125,83.55,-37.80247070000001,144.9341081,5,7802.3,Winter,True,1.6091,a great gift idea. i got this for someone else. so far they seem satisfied. so they are happy with it.,True
ORD246152,ID5797734217,2019-09-29,Thompson,"[('Thunder line', 1), ('iAssist Line', 2)]",6630,79.1,-37.8031708,144.9484204,0,6709.1,Spring,False,1.0644,five stars good basic phone.,True
ORD097035,ID2188399786,2019-06-12,Nickolson,"[('Alcon 10', 2), ('iStream', 2)]",18200,75.07,-37.8128209,144.9680257,0,18275.07,Winter,True,0.6566,good,True
ORD334413,ID0373650768,2019-12-16,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('iAssist Line', 1), ('Universe Note', 1)]",14355,65.77,-37.8090886,144.92914380000005,5,13703.02,Summer,False,1.6261,absolutely worthless need device id (esn/ imei / meid) - olivia universe s8 / s8+ don't have can't use without,False
ORD160713,ID2279153644,2019-05-14,Nickolson,"[('iAssist Line', 1), ('iStream', 2)]",2525,79.56,-37.8128105,144.9736625,0,2604.56,Autumn,True,0.7385,five stars great phone. no complaints. great time on arrival. packaging was great.,True
ORD376375,ID0126919692,2019-02-04,Nickolson,"[('iStream', 2), ('Thunder line', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",11250,89.96,-37.8168653,144.9656426,15,9652.46,Summer,True,0.394,"getting my money’s worth. i am very much getting what i expected out this product, and i am just happy. it might have have been a little pricey, but hey, life is not always all about money!",True
ORD077955,ID4305737105,2019-01-12,Bakers,"[('iStream', 1), ('pearTV', 2)]",12770,97.95,-37.8127666,145.0127195,25,9675.45,Summer,True,1.5685,awesome superb,True
ORD011065,ID0248746954,2019-06-29,Bakers,"[('iAssist Line', 2), ('Alcon 10', 1)]",13400,67.38,-37.8186194,144.9920489,5,12797.38,Winter,False,0.9999,lucent x i like a lot lucentrola cellphones. this one exceeded my expectations,True
ORD222948,ID5002595113,2019-11-03,Thompson,"[('iStream', 1), ('pearTV', 2), ('Universe Note', 2), ('Toshika 750', 2)]",28310,99.5,-37.8120674,144.953418,25,21332.0,Spring,True,0.5624,question quality of refurbishment worked perfect for a month then completely died. brought it to the genius bar and fortunately warranty was still active. they replaced phone. only skeptical about the quality of refurbishment.,True
ORD467289,ID6167236693,2019-06-10,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090,52.5,-37.8123737,144.9623874,5,12488.0,Winter,False,0.9362,cell wouldn't know anything about the cell phone i ordered because the person hasn't even shipped it yet. it's been a month! and digico has does nothing to help and really has nothing for an option to provide assistance.,False
ORD247641,ID0309346767,2019-08-23,Bakers,"[('Alcon 10', 2), ('Olivia x460', 1), ('Universe Note', 1)]",22575,79.25,-37.814774,145.00660469999997,25,17010.5,Winter,True,1.1328,"great phone i am still getting to know what this phone is capable of doing, but so far i love it!! i really like the ease of the keyboard. i love the large captions at the top. it is pretty easy to transition into after using a droid for 3 years!!",True
ORD129251,ID5587121106,2019-07-18,Thompson,"[('iStream', 2), ('Candle Inferno', 2)]",1160,50.68,-37.819031,144.9562468,15,1036.68,Winter,False,1.0734,... the home button and the screen cracked not very happy only had this phone for a couple of days press down on the home button and the screen cracked not very happy only had this phone for a couple of days,False
ORD127110,ID1449266751,2019-10-30,Bakers,"[('pearTV', 1), ('Thunder line', 1), ('Alcon 10', 1)]",17440,90.59,-37.8164033,144.983957,5,16658.59,Spring,True,1.2214,two stars no removable battery/no removable memory card,False
ORD290444,ID0060089303,2019-01-20,Nickolson,"[('iStream', 2), ('Universe Note', 1), ('pearTV', 1), ('iAssist Line', 2)]",14510,102.51,-37.8242364,144.98728269999995,5,13887.01,Summer,True,1.6809,love our little line. i don’t know what the original larger iassist can do that the line cannot do but we are pleased with our lines capabilities.,True
ORD330652,ID5002594974,2019-03-12,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,48.78,-37.812445200000006,144.95179950000005,15,2505.28,Autumn,False,0.4168,alcon is not unlocked. alcon is wasn't unlocked.,False
ORD083194,ID2190478937,2019-07-24,Nickolson,"[('iStream', 1), ('pearTV', 2), ('Toshika 750', 1), ('Alcon 10', 1)]",26040,75.77,-37.8172114,144.9644553,25,19605.77,Winter,True,0.4738,excellent great buy,True
ORD310097,ID4418536057,2019-01-14,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",4415,69.47,-37.8026029,144.9632644,0,4484.47,Summer,False,1.8126,"falta claridad en la descripción del producto el celular se ve excelente, buenos acabados, magnifica pantalla, pero en de una sim. yo requiero un teléfono de doble sim y en ninguna parte dice que solo es una sim. devolverlo o cambiarlo es prácticamente imposible, pues se reenvió a centro américa",False
ORD023630,ID0214146568,2019-05-19,Nickolson,"[('Candle Inferno', 1), ('iStream', 1), ('Olivia x460', 2)]",3030,67.5,-37.8056394,144.97152759999997,5,2946.0,Autumn,False,1.4526,"good phone, good price, good service. came in near perfect condition. my son is enjoying it.",True
ORD495931,ID6167417885,2019-10-18,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('pearTV', 2), ('Candle Inferno', 2)]",23350,76.52,-37.8164835,144.9558359,0,23426.52,Spring,False,0.8799,good phone good phone. i go thru too many to spend big bucks on one. this is so worth what it costs.,True
ORD366741,ID0041666052,2019-06-09,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1), ('iStream', 2)]",4180,64.42,-37.8144221,144.9338083,25,3199.42,Winter,False,1.1823,... i'm taking off a star is due to the poor connectivity to internet the phone works as usual but the only reason why i'm taking off a star is due to the poor connectivity to internet. otherwise the phone works well and the shipping process was outstanding,True
ORD180242,ID0633912912,2019-07-30,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 1), ('iAssist Line', 2), ('Alcon 10', 1)]",16290,50.25,-37.8148102,144.9572762,15,13896.75,Winter,False,0.9286,used and locked phone i received a used phone (it came with fingerprint smudges all over it) that was locked onto the verizon network. horrible.,False
ORD022827,ID2975216743,2019-10-15,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2)]",11400,108.76,-37.7994877,144.95932319999997,25,8658.76,Spring,True,1.821,great value the price was great and the phone worked like the new one it replaced,True
ORD360237,ID2236727788,2019-06-03,Bakers,"[('pearTV', 2), ('Thunder line', 1), ('iAssist Line', 2)]",19250,63.37,-37.8111801,145.0070987,25,14500.87,Winter,True,1.0519,one star had a black screen with in a week,False
ORD032976,ID0368389512,2019-04-30,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",15090,68.42,-37.8010284,144.97023000000004,5,14403.92,Autumn,False,1.9564,"light phone so light., good for one hand.",True
ORD187619,ID3144992691,2019-12-16,Bakers,"[('iStream', 1), ('Olivia x460', 1)]",1375,80.51,-37.8153434,144.986174,15,1249.26,Summer,True,0.9944,"to many adds in ui it has adds, sends info to manufacture,",False
ORD112842,ID3158860635,2019-02-23,Thompson,"[('Thunder line', 2), ('iStream', 1), ('Universe Note', 2), ('Olivia x460', 1)]",12635,58.44,-37.8140756,144.95583080000003,5,12061.69,Summer,False,0.7862,does not work with verizon does not work with verizon,False
ORD121678,ID0711358543,2019-04-07,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('pearTV', 2)]",32980,68.83,-37.807125,144.95825980000004,5,31399.83,Autumn,False,1.1619,five stars was delivered nicely packed and fully ready to function. great purchase.,True
ORD016688,ID0598347146,2019-06-01,Nickolson,"[('Thunder line', 1), ('iStream', 2), ('Alcon 10', 2), ('Candle Inferno', 2)]",21240,76.03,-37.8140603,144.9633688,5,20254.03,Winter,True,0.7419,works great. came unlocked and delivered on time. works great.,True
ORD128050,ID0703556751,2019-12-09,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 1)]",13355,95.28,-37.8066885,144.956051,5,12782.53,Summer,True,1.0334,"at the present everything is good. this product was purchased for my great-grandson that are in elementary school, and at the present the phone is working fine. i hope that the phone last past it warranty.",True
ORD328076,ID1367608941,2019-08-03,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('Alcon 10', 1), ('Universe Note', 1)]",21340,70.05,-37.7989706,144.9707095,0,21410.05,Winter,True,2.1869,the device is slow. the device is slow when apps like google maps are in use. i regret buying it.,False
ORD372689,ID6167441047,2019-04-05,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 1)]",3085,65.07,-37.8112673,144.9617174,0,3150.07,Autumn,True,1.0677,fraud. i received a demo phone empty and a different model. these are crooks. it's a fraud.,False
ORD439828,ID0250480655,2019-05-10,Bakers,"[('iAssist Line', 2), ('iStream', 2), ('Thunder line', 1)]",6930,79.53,-37.8108189,145.003222,0,7009.53,Autumn,True,0.7086,100% recommended. thanks. unlocked phone correctly. it is an excellent phone. functions are fast. excellent photography. brought your screen saver and all the accessories. i recommend this phone and the seller is responsible and fast delivery.,True
ORD219302,ID0746909139,2019-08-07,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 2), ('pearTV', 1)]",11220,28.665,-37.81999520000001,145.0142183,0,11248.665,Winter,False,2.0067,"vendor locked phone is full of bloatware beware that non-unlocked phone is pre-filled with all sort of bloatware that tries to subscribe you to something. also, at&t version doesn't come with android updates, the last update was from aug 2017. my older lucent z has android 8 and updates are coming regularly",False
ORD179237,ID1985549817,2019-09-03,Nickolson,"[('pearTV', 2), ('iAssist Line', 2), ('iStream', 2)]",17370,96.49,-37.802031,144.9666456,25,13123.99,Spring,True,1.8615,"two stars charging port came damaged, unable to return since it was a gift to somebody overseas",False
ORD334026,ID0664380198,2019-10-26,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350,95.51,-37.8195796,144.9688826,15,19093.01,Spring,True,0.1244,"todo perfecto recibí el telefono varios dias despues. alguien en donde vivo lo habia tomado y lo daba como perdido, pero el dispositivo esta en perfecto estado. todo bien",True
ORD467448,ID6273358849,2019-08-29,Thompson,"[('pearTV', 2), ('Candle Inferno', 2), ('iStream', 2), ('Universe Note', 1)]",17230,71.41,-37.799564,144.96246580000005,0,17301.41,Winter,False,1.9908,great great phone!! got exactly what i ordered!!!!! took a little while to be delivered but the wait was worth it!!!,True
ORD259247,ID0588236837,2019-01-13,Nickolson,"[('Candle Inferno', 1), ('iStream', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",7350,92.24,-37.8111175,144.9731851,25,5604.74,Summer,True,0.8916,much cheaper than the us version i find no problem with att right now. fast response and the best screen!,True
ORD009452,ID1985557917,2019-06-17,Nickolson,"[('Olivia x460', 1), ('pearTV', 1), ('Universe Note', 2)]",14435,79.69,-37.8077755,144.9658913,25,10905.94,Winter,True,1.2467,"five stars great phone, awesome camera.",True
ORD384569,ID5001030332,2019-06-16,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090,74.02,-37.8114136,144.9528593,25,9891.52,Winter,True,0.5282,still love it,True
ORD207565,ID1668523281,2019-12-05,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 2)]",5220,57.1,-37.8212159,144.9615429,25,3972.1,Summer,False,0.7622,"disappointed customer jus received my phone only to realise that the key is missing, how am i too used this phone without the key, hence the reason why i ordered a new phone so i wouldn't have such problems. even the usb connector wasn't in the box. however the phone appears to be a new phone but i just can't understand why stuff is missing........",False
ORD393441,ID6167279392,2019-11-11,Thompson,"[('iAssist Line', 1), ('Universe Note', 1), ('Olivia x460', 2), ('Alcon 10', 1)]",17075,100.72,-37.8115567,144.9568154,15,14614.47,Spring,True,0.8661,five stars my teenager loves it.,True
ORD349336,ID2269259846,2019-05-20,Nickolson,"[('iAssist Line', 2), ('iStream', 2)]",4750,65.94,-37.8235454,144.9561646,15,4103.44,Autumn,False,1.2997,five stars nice,True
ORD084195,ID2868685423,2019-06-23,Nickolson,"[('iStream', 1), ('pearTV', 1), ('Alcon 10', 2)]",24360,82.07,-37.8019359,144.97086430000004,25,18352.07,Winter,True,1.858,"it was in better condition than i thought it would be got my olivia universe note 8 in two days,excellent condition,not a mark on it,slid my old sim card in it and it came right on",True
ORD298619,ID0591306178,2019-02-09,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2), ('iStream', 1), ('Olivia x460', 1)]",14465,38.45,-37.8237,144.9563143,15,12333.7,Summer,False,1.2953,five stars nice phone right size for the many things i have to do on hand,True
ORD052665,ID6167266653,2019-02-26,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Universe Note', 1), ('iAssist Line', 2)]",13490,96.56,-37.8097474,144.96390449999996,25,10214.06,Summer,True,1.103,great phone works like a charm. deliever was insanely quick. this company's customer service is 100% satisfaction. i am extremely satisfied.,True
ORD175047,ID0560984935,2019-10-13,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 2)]",4685,73.62,-37.81815,144.9472896,0,4758.62,Spring,False,0.61,great buy the phone was in amazing condition. the battery is also in impressive condition and holds its charge well. my mom loves her new phone.,True
ORD309315,ID3144992688,2019-06-30,Bakers,"[('Universe Note', 1), ('Thunder line', 1), ('Candle Inferno', 2)]",6490,68.25,-37.8145963,144.98489919999997,15,5584.75,Winter,False,1.0431,olivia convoy good price. excellent fast shipping.,True
ORD435756,ID6167191745,2019-05-19,Nickolson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090,51.34,-37.8134506,144.97399209999998,0,13141.34,Autumn,False,0.6932,"i feel like used, the device had been used and am ... i feel like used, the device had been used and am trying to register it and am having problems. never before has my heart felt as heavy and dirty as it does right now am looking to returning it. the phone works just fine but i feel very disgusted.",False
ORD299283,ID2385138108,2019-01-27,Nickolson,"[('Olivia x460', 1), ('iStream', 2)]",1525,63.1,-37.82364329999999,144.98214199999995,0,1588.1,Summer,False,1.2416,"defectuoso todo había estado muy bien, pero al mes empezó a fallar de la pila, y ahora ya no sirve después de otro mes",False
ORD163815,ID0387153043,2019-06-06,Thompson,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820,64.48,-37.8021222,144.94823390000005,10,6202.48,Winter,True,1.179,"one star the chager won't work, i did buy 2 cell phone and come with the same problem",False
ORD000865,ID2935371922,2019-03-26,Bakers,"[('Lucent 330S', 2), ('pearTV', 2)]",15080,71.14,-37.8249556,144.992358,5,14397.14,Autumn,False,1.6843,great all around tablet. color and resolution is very nice. best price for a nice product.,True
ORD330375,ID4061053454,2019-05-03,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,61.62,-37.8097671,144.9926624,25,2825.37,Autumn,True,0.2274,very dissapointed was spose to be a universe s7 edge ... very dissapointed was spose to be a universe s7 edge and i got a s7 and also has some kind of error,False
ORD433900,ID0224763560,2019-02-17,Bakers,"[('Lucent 330S', 1), ('pearTV', 2), ('iAssist Line', 2)]",18300,68.18,-37.8074612,144.9949676,5,17453.18,Summer,False,0.2831,works great sounds great does not miss a beat wish it had a battery for better portability,True
ORD306548,ID0576853318,2019-10-04,Bakers,"[('iStream', 1), ('iAssist Line', 1), ('Candle Inferno', 2)]",3235,70.5,-37.8263373,144.9956165,15,2820.25,Spring,False,1.8194,"does not work in united states best phone i've ever used hands down, but none of that matters since it doesn't work on the u.s. networks. it should be illegal to sell it here. it says nowhere in the description that it won't work here. international version by definition means it works in any country, which is clearly false.",False
ORD286332,ID0310944056,2019-05-07,Bakers,"[('pearTV', 1), ('iStream', 1), ('iAssist Line', 2)]",10910,64.71,-37.8045049,145.00270600000005,10,9883.71,Autumn,False,0.8976,i paid twice for the this phone happy with phone but i paid twice,True
ORD077136,ID0634783016,2019-12-03,Thompson,"[('Thunder line', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",6855,92.26,-37.8128777,144.93919169999995,10,6261.76,Summer,True,0.6931,happy customer exactly as listed. bought two and they both work perfectly.,True
ORD197884,ID4909776715,2019-11-28,Bakers,"[('Lucent 330S', 1), ('Toshika 750', 2)]",9870,106.26,-37.82152720000001,145.0018593,10,8989.26,Spring,True,1.4097,"no problems here great little flip phone, was just what i needed",True
ORD465951,ID4735909077,2019-12-27,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Candle Inferno', 1), ('Toshika 750', 1)]",25110,75.89,-37.8042915,144.9498092,15,21419.39,Summer,False,0.9636,itworks good product,True
ORD242211,ID0033238480,2019-08-04,Thompson,"[('iStream', 2), ('Candle Inferno', 2)]",1160,85.04,-37.800251,144.96242890000005,25,955.04,Winter,True,1.9332,i believe that this will be very useful during my husbands recovery from foot surgery.,True
ORD469937,ID4326586210,2019-11-05,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1), ('Lucent 330S', 2), ('Olivia x460', 1)]",16085,59.09,-37.8142526,144.96309230000003,5,15339.84,Spring,False,0.7458,two stars the pjone will not keep a charge.,False
