,property_id,lat,lng,addr_street,price,property_type,year,bedrooms,bathrooms,parking_space,suburb,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermarket
17,75144,-37.89724731,145.0753326,4/26A Howe Street,3618000,house,2009,2,1,1,not available,SC_087,1.1261709355966634,19918,0.3321000059941259,0,1,hospital_166,2.700859622097327,S_167,1.1259337450420495
18,80699,-37.97064972,145.2060394,10 McNab Court,3036000,house,2008,3,1,1,not available,SC_112,1.9939182645662499,19889,1.5238596230167316,0,1,hospital_048,0.639012424266144,S_183,1.5210305101755603
19,54903,-37.848088,145.072983,1078 Toorak Road,4160000,house,2014,3,1,1,not available,SC_099,2.951805905962477,19850,0.5098234463862418,0,1,hospital_168,1.6026293789388903,S_160,1.4673100689678573
20,71157,-37.86117554,145.2220612,15 Tanderra Crescent,5733000,house,2009,4,2,2,not available,SC_067,5.215780801958978,19871,4.157470425918638,0,1,hospital_008,1.3683187471795615,S_226,0.6483152459498227
21,887,-37.79582596,144.9026794,33 Stirling Street,6390000,house,2009,5,1,2,not available,SC_011,1.9084984560069236,20025,0.5869804589784451,0,1,hospital_003,1.2574617696844155,S_201,0.6846684347545153
22,8350,-37.759896,144.785306,27 Clare Brennan Drive,11050000,house,2015,4,2,2,not available,SC_107,4.116467162855051,20002,2.1178052598212056,0,1,hospital_057,2.5700757651895105,S_159,0.42804376827868396
23,80173,-38.002995,145.160575,36 Peppertree Street,6760000,house,2012,3,2,2,not available,SC_057,1.5996933120087342,19889,3.872054112486357,0,1,hospital_096,1.387153185493709,S_079,1.5187303684456313
24,93547,-37.992218,145.08333,6 Keith Street,5560000,house,2014,3,1,3,not available,SC_003,2.400672221472571,19864,0.6217894465555214,0,1,hospital_001,0.9376174101579389,S_003,1.0551834434445873
25,56498,-37.854963,145.127179,28 Cypress Avenue,8379000,house,2016,5,3,2,not available,SC_042,4.0042584489361674,19875,2.2601610184099057,0,1,hospital_047,1.4551121920368724,S_097,0.6794366326505277
26,5492,-37.790767,144.85114,13 Arthur Street,6570000,house,2013,3,1,0,not available,SC_043,0.9672833196709386,20022,1.403644145767523,0,1,hospital_174,2.1911875837935706,S_149,0.9673944215266992
27,46145,-37.7149086,145.1216431,53 Mayona Road,4392000,house,2009,2,1,0,not available,SC_051,5.685909858834658,19986,0.04455297225138178,0,1,hospital_075,1.7649632299689193,S_210,2.1324907354989615
28,5087,-37.867995,144.828624,25 Sargood Street,19200000,house,2012,3,1,0,not available,SC_033,4.868205258712564,19926,0.13015347598600505,0,1,hospital_141,5.565839535943612,S_128,0.12091966401489983
29,28649,-37.800285,144.990398,56 Palmer Street,6501000,house,2010,4,1,0,not available,SC_008,2.219751049968579,19975,0.37792444660085106,0,1,hospital_170,1.2256686141359763,S_060,0.6438562275194346
30,34047,-37.726785,145.019524,18 Home Street,10962000,house,2013,4,2,2,not available,SC_047,1.6181387177222684,20011,1.4857808239833799,0,1,hospital_139,2.1505346112871435,S_225,0.8369930744104724
31,22246,-37.746901,144.963811,2/11 Methven Street,5460000,house,2010,2,1,0,not available,SC_030,2.0137013475167107,19965,0.5088812845708821,0,1,hospital_084,0.9320989879918026,S_173,0.5253228168915061
32,20510,-37.75663757,144.9535523,14 Garnet Street,4560000,house,2009,3,2,1,not available,SC_030,2.7142062763677957,19966,0.7663349646299333,0,1,hospital_011,0.47408832608747487,S_074,1.5717032033294216
33,24556,-37.706729,144.969848,7 Link Parade,5550000,house,2014,3,1,1,not available,SC_030,3.3445281204710353,19961,1.1780673208162875,0,1,hospital_139,2.7618238866579317,S_161,2.1691982379738604
34,67462,-37.767196,145.360897,414 Swansea Road,8160000,house,2015,4,3,2,not available,SC_084,4.253753850636333,19876,1.7426049535618438,0,1,hospital_113,0.7912276428719346,S_081,1.282476008257124
35,93136,-38.00281143,145.0990906,3 Arwon Street,11680000,house,2009,4,3,2,not available,SC_003,3.6346119782637927,19863,1.087052598238109,0,1,hospital_001,2.6731206332300346,S_119,1.2351100355569256
36,9281,-37.84741592,144.7267609,12 Harrow Place,6009500,house,2009,3,2,2,not available,SC_053,1.9426823386292413,46468,3.0902310492199536,0,1,hospital_073,5.317358831159183,S_007,2.643995475127055
37,28887,-37.796423,144.995943,2 Maugie Street,12937000,house,2010,2,1,1,not available,SC_008,2.8671980178645233,19975,0.3315332709523211,0,1,hospital_134,1.766333068872459,S_060,1.2501520036215452
38,34924,-37.720014,144.994037,40 Wattle Grove,9000000,house,2015,4,2,2,not available,SC_103,2.2871611742238054,20010,1.193077681758296,0,1,hospital_139,0.44672457116346687,S_030,1.4103101277380945
39,49090,-37.802804,145.064266,17 Birdwood Street,19720000,house,2012,4,2,1,not available,SC_099,2.459439092853406,19892,2.593372817147523,0,1,hospital_064,1.5493541371539301,S_137,1.0809268902581983
40,46926,-37.713508,145.151078,25 Pryor Street,8500000,house,2010,3,1,0,not available,SC_051,4.499863484184648,19987,0.2867635347455734,0,1,hospital_075,4.089302426221324,S_194,0.6317714325943006
41,59072,-37.805244,145.179109,6 Worrell Street,9525000,house,2013,4,2,2,not available,SC_088,1.5679940255953426,19899,1.7494776754733874,0,1,hospital_070,1.3903143475676614,S_202,2.0933194132714674
42,7355,-37.733669,144.822675,26 Calverton Rd,3132000,house,2012,4,1,2,not available,SC_107,1.5204665510550053,20002,2.349246076535986,0,1,hospital_005,3.063957082425612,S_222,1.756924028458322
43,78810,-37.958761,145.148097,20 Moncur Avenue,10744000,house,2014,3,1,1,not available,SC_057,4.381588566670531,19913,1.132092519107274,0,1,hospital_124,2.971487062202337,S_075,0.6636832028496705
44,28727,-37.80463,144.984469,9/79 Oxford Street,6320000,house,2011,2,2,1,not available,SC_008,1.5172036366756378,19976,0.8163675039512001,0,1,hospital_178,0.5304008068527233,S_175,0.13162546412351567
45,4736,-37.833117,144.8691635,92 Paxton Street,7648000,house,2013,3,1,1,not available,SC_033,2.0964783407797976,19995,1.499953140644515,0,1,hospital_141,3.8075812665401085,S_056,2.0131611432379586
46,78432,-37.927849,145.190136,9 Beaconsfield Road,8822000,house,2015,3,2,2,not available,SC_073,2.4310543059250223,19891,3.9904215607307476,0,1,hospital_161,2.346082536324313,S_067,0.9195662606428667
47,19057,-37.66830444,144.9376984,6 Kaniva Street,6443000,house,2009,3,1,2,not available,SC_072,2.382795561432199,19960,0.8343660014967107,0,1,hospital_104,2.4821202893203975,S_153,1.784929712787418
48,70429,-37.876627,145.104296,1/14 Gooyong Avenue,8024000,house,2011,2,1,2,not available,SC_042,1.12670890036026,19840,0.7631040376123602,0,1,hospital_098,2.2089755706053147,S_112,1.4638951522530426
49,15800,-37.741138,144.886016,57 Nolan Street,4122000,house,2010,3,2,2,not available,SC_082,1.8968581349830866,20037,3.1303203340528136,0,1,hospital_184,1.6826001295146826,S_198,1.7621378911798597
50,4697,-37.844857,144.874072,83 Anderson Street,6160000,house,2011,3,1,3,not available,SC_033,3.1406460432270977,19994,0.8707522114740202,0,1,hospital_141,2.4847603159381837,S_056,2.647568080512655
51,62243,-37.812364,145.221403,7 Montgomery Street,5750000,house,2013,3,1,2,not available,SC_032,0.6533565820526126,19902,0.772203719742362,0,1,hospital_105,1.9108850334267846,S_040,0.6479204170296722
52,21252,-37.761365,144.959612,44 Frederick St,7700000,house,2009,2,1,1,not available,SC_030,3.330032935003856,19967,0.09532851195186187,0,1,hospital_011,0.7630502428247213,S_074,0.939930130042116
53,35552,-37.71007,145.025972,75 Rathcown Road,5784000,house,2013,3,1,1,not available,SC_047,3.1933312840855637,20009,1.4691581898745292,0,1,hospital_025,1.6983713810965873,S_225,1.6697020441539472
54,48075,-37.809844,145.046412,2/67 Davis Street,10673000,house,2010,2,2,1,not available,SC_083,1.518054517455505,19903,1.3983672350239291,0,1,hospital_064,0.2100104621192111,S_039,1.4366887698585509
55,63592,-37.800356,145.262251,15 Mt Dandenong Road,8500000,house,2016,4,1,1,not available,SC_022,1.8374465012798356,19879,1.672093884700223,0,1,hospital_164,1.011094220588816,S_157,0.7216156269645752
56,17250,-37.702156,144.931534,43 Isla Avenue,2970000,house,2014,3,1,1,not available,SC_030,3.7441866993398443,20032,1.2882108011162108,0,1,hospital_184,5.039585219182903,S_209,0.7895426002448728
57,59258,-37.824127,145.186475,1/6 Grace Court,4176000,house,2014,2,1,1,not available,SC_088,0.8085497338008579,19900,0.8351489663970534,0,1,hospital_010,1.6631897445704245,S_202,0.902036985183608
58,79309,-37.955616,145.1459351,7 Alma Court,5005000,house,2009,3,1,0,not available,SC_057,4.779598352513885,19913,0.9473567583986229,0,1,hospital_124,3.312796287714385,S_075,0.5518194563859887
59,69557,-37.870394,145.077346,14 Lucerne Street,11360000,house,2016,3,1,1,not available,SC_042,1.4649569456510168,19847,0.3074203584181902,0,1,hospital_098,0.9801406623026608,S_112,1.507944854562101
60,45250,-37.717733,145.096455,52 NARBETHONG DRIVE,4185000,house,2013,3,1,2,not available,SC_017,4.8956202385037795,19984,1.3461158766302903,0,1,hospital_075,1.6294795061713516,S_020,1.4858710508640915
61,65355,-37.812678,145.315061,4 Paramount Avenue,4960000,house,2013,3,1,2,not available,SC_022,3.1940018787604814,19877,3.117760235981478,0,1,hospital_164,5.258611127482503,S_224,1.2440804076537082
62,32863,-37.738184,145.010918,5 Beauchamp Street,9800000,house,2014,3,1,2,not available,SC_103,0.804692722892795,20012,0.9167946492682805,0,1,hospital_139,2.5589834215048692,S_084,0.7205916338365009
63,79204,-37.93996811,145.1461029,54 Whitworth Avenue,2532000,house,2006,2,1,2,not available,SC_073,5.130549308444446,19914,0.6590772813043313,0,1,hospital_076,3.0213136894034442,S_075,1.5799630120399752
64,25494,-37.578071,144.927982,15 Midland Way,6720000,house,2016,3,2,1,not available,SC_005,0.7701628308364269,40221,2.969448888090151,0,1,hospital_104,8.111989571217883,S_178,1.85093054134356
65,6321,-37.794747,144.830224,19 Hampshire Road,8500000,house,2015,3,1,2,not available,SC_102,1.4134733062977558,20021,0.7297447185992112,0,1,hospital_174,1.9093666313886009,S_080,1.4815150913466644
66,82458,-37.98883438,145.2422638,9 Hibiscus Court,3791000,house,2008,3,1,2,not available,SC_077,1.895899428393459,19888,2.857473558864959,0,1,hospital_119,2.0853120935712472,S_195,1.8455100610953323
67,28040,-37.803242,144.982963,105 Charles Street,13390000,house,2015,2,1,0,not available,SC_008,1.500204202360701,19976,0.9594565371190651,0,1,hospital_178,0.6015331029049549,S_175,0.09007041148904225
68,25288,-37.611104,144.923756,13 BRISTOL MEWS,3510000,house,2010,4,2,2,not available,SC_110,2.0216192940834126,40221,2.011323587957023,0,1,hospital_104,4.4171969848014125,S_005,1.9766503164497722
69,1443,-37.806521,144.8962096,8 Junction Street,6968000,house,2012,2,1,0,not available,SC_011,3.2085685323720154,19997,0.2805248856186263,0,1,hospital_003,1.7084310816003578,S_201,0.6619639002669834
70,12355,-37.700572,144.7447396,15 David Circuit,4950000,house,2014,3,2,1,not available,SC_048,3.616745167498695,20000,2.593724992367193,0,1,hospital_057,9.066968729176994,S_163,0.9818531610968236
71,32622,-37.745878,144.995746,33 Penola Street,7821000,house,2014,2,1,1,not available,SC_103,0.8883250077977415,20013,0.3896814981228339,0,1,hospital_035,2.174665181812353,S_105,0.903240214518023
72,41208,-37.685896,145.05306,81 Josef Avenue,4950000,house,2012,4,2,2,not available,SC_062,4.762391305570615,20007,3.47204978741721,0,1,hospital_041,1.0689873845114828,S_155,1.4340960386165773
73,10555,-37.796268,144.922679,42 Newton Street,14040000,house,2015,4,2,3,not available,SC_011,1.6493888292449932,20026,0.43836058859121313,0,1,hospital_114,0.6986444213093523,S_086,1.1104998875395402
74,41574,-37.747334,145.071663,132 Rosanna Road,8910000,house,2015,4,2,2,not available,SC_017,0.9780970368340124,19936,0.6944621315806052,0,1,hospital_066,1.2381133267684852,S_100,1.3469276165441755
75,61750,-37.809621,145.229555,3 Woodside Avenue,7150000,house,2016,2,1,1,not available,SC_032,0.3546509093743891,19902,0.6993095837531522,0,1,hospital_105,1.2010405974812508,S_190,0.2183191203432649
76,74692,-37.904064,145.071257,18 Atkinson Street,7520000,house,2014,2,1,2,not available,SC_087,1.9640395618875262,19918,1.1656803803359237,0,1,hospital_159,2.0503373629398727,S_167,1.9638015285647108
77,32155,-37.736356,144.992049,1A Margtmary Avenue,9660000,house,2014,3,1,1,not available,SC_103,0.9427655497783144,20012,0.7892668092964616,0,1,hospital_139,2.1573269091188623,S_085,0.9536208243703055
78,7033,-37.783478,144.840767,8 Taunton Street,7905000,house,2010,2,1,1,not available,SC_102,0.6458173156344206,20021,0.893696891645343,0,1,hospital_174,0.9700847039873928,S_080,0.705442036940896
79,36482,-37.672835,145.033571,5 Bruce Street,1600000,house,2010,3,1,2,not available,SC_062,5.146710622366674,20006,1.63920607420657,0,1,hospital_053,2.804388551654975,S_229,1.36079802988932
80,50904,-37.775758,145.113474,171 High Street,18560000,house,2015,3,1,3,not available,SC_091,1.6740327135150348,20042,4.888622956087001,0,1,hospital_194,0.3102837153441783,S_046,0.24815519440902106
81,78755,-37.957974,145.155979,2 Adrian Street,10049000,house,2016,4,3,2,not available,SC_057,4.157384510161205,19891,0.6228132304431439,0,1,hospital_124,2.440476506660308,S_075,0.630292647309048
82,8746,-37.887999,144.757589,1 George Benjamin Court,4380000,house,2012,4,2,2,not available,SC_092,2.6038246554121494,46468,2.2066355719962716,0,1,hospital_073,6.938466926609638,S_001,2.0098250593088918
83,54525,-37.814521,145.021751,44 Church Street,20300000,house,2015,3,1,2,not available,SC_083,1.385288139695509,19905,0.8194136830693324,0,1,hospital_086,0.9683866901798575,S_039,1.2649927569869075
84,5235,-37.86951447,144.8243408,5 Romawi Street,6120000,house,2009,3,1,1,not available,SC_033,5.160043431665168,19926,0.5354031655617114,0,1,hospital_141,5.960093177912877,S_128,0.5251052304817148
85,4882,-37.861732,144.824082,13 McIntyre Drive,5940000,house,2008,5,3,1,not available,SC_033,4.382258766840783,19926,0.7761996773779639,0,1,hospital_141,5.930682721772405,S_128,0.8702382489202283
86,80774,-37.975027,145.196491,13 Wallace Avenue,6050000,house,2015,4,1,0,not available,SC_112,2.1115915919058055,19889,0.5597379760055561,0,1,hospital_018,0.9607856985461561,S_183,1.7554933256959209
87,87767,-37.941643,145.007488,48 Crisp Street,19470000,house,2015,4,2,2,not available,SC_046,2.7192478112521483,19949,0.6675119394048988,0,1,hospital_036,0.342586830315021,S_088,0.6796065469142767
88,46946,-37.720159,145.136939,271-273 Bolton Street,11400000,house,2016,3,1,3,not available,SC_051,5.550910150619936,19987,1.208149641905963,0,1,hospital_075,3.2071725999540153,S_194,1.9414260433467398
89,52571,-37.823773,145.006206,19 Edinburgh Street,12795000,house,2011,2,1,0,not available,SC_038,1.8785622912290227,19906,0.43792722650894955,0,1,hospital_122,0.476333979483287,S_076,1.8336410140473967
90,2031,-37.80685806,144.8801575,22 Wales Street,7004000,house,2007,2,1,2,not available,SC_043,2.2021928840901595,20023,0.7228155278829186,0,1,hospital_056,1.6176275086390113,S_201,1.7112108284965353
91,50862,-37.789249,145.116936,16 Carawatha Road,9625000,house,2013,3,1,2,not available,SC_091,0.8321272802483289,20042,3.359827731656855,0,1,hospital_194,1.7780702741889323,S_188,0.669967036974767
92,94363,-37.959852,145.077016,34 Oakmont Crescent,14608000,house,2015,4,2,2,not available,SC_003,1.6415056198589586,19866,2.11125900641438,0,1,hospital_109,0.36310579311291197,S_023,1.8609126604138455
93,20458,-37.764492,144.957509,13 Cliff Street,9075000,house,2013,3,1,0,not available,SC_030,3.6303718970245074,19968,0.4032827969204291,0,1,hospital_011,1.1041099589703096,S_074,0.6306863735307371
94,74867,-37.894864,145.070459,24 Bute Street,18200000,house,2016,3,2,2,not available,SC_087,1.2129405310587225,19919,0.5858162403313302,0,1,hospital_159,3.054809911023153,S_167,1.2127379937394192
95,20607,-37.77535629,144.9532471,16 Hodgson Street,7910000,house,2009,2,1,0,not available,SC_011,3.357046856859033,19969,0.4830342736401,0,1,hospital_102,0.9144166101621214,S_138,0.8069202081973104
96,52351,-37.831604,144.998728,143 Brighton Street,24000000,house,2015,4,1,1,not available,SC_038,1.3030263690627437,19907,0.5974405916959243,0,1,hospital_196,0.7433672877214884,S_102,1.283280598930423
97,62008,-37.776544,145.240946,46 Little John Road,7480000,house,2016,3,2,2,not available,SC_032,4.169518884123297,19879,4.0262809412198335,0,1,hospital_164,3.70602764613565,S_157,2.614718175163057
98,17211,-37.697373999999996,144.917322,40 Heather Court,6715000,house,2014,3,1,0,not available,SC_059,3.0279924036502006,20031,0.28130043553794254,0,1,hospital_184,5.115997361028228,S_209,1.1260375288672793
99,5030,-37.86804581,144.836441,20 Railway Street South,3655000,house,2008,2,1,1,not available,SC_033,4.693939631400384,19927,0.3975873241536086,0,1,hospital_141,4.884532855357127,S_128,0.5660368055923455
100,92716,-38.000978,145.092022,14 Francis Street,18720000,house,2016,4,3,2,not available,SC_003,3.332595004211626,19863,0.7319492958770111,0,1,hospital_001,2.0400213919745456,S_119,0.9167600942562117
101,65854,-37.789941,145.323547,16a SHELDON AVENUE,3320000,house,2012,3,2,3,not available,SC_084,3.638560432131559,19877,1.1381266290161358,0,1,hospital_113,4.152610996371973,S_224,1.7865048151740457
102,66366,-37.77628,145.338282,4 Summerhill Park Drive,9350000,house,2011,4,2,2,not available,SC_084,2.943390745881838,19876,2.455565749200796,0,1,hospital_113,2.154940171499187,S_081,2.072060961863884
103,86872,-37.9161982,145.00238,52 Halifax Street,15950000,house,2012,4,2,2,not available,SC_046,4.086513690123817,19951,0.5470140467933856,0,1,hospital_156,1.0708959301716572,S_009,0.5911871888139494
104,79471,-37.98866,145.178085,1 Hawkins Court,5280000,house,2014,3,1,1,not available,SC_057,0.6154139537420353,19889,1.6576045073443417,0,1,hospital_096,0.8316614127375576,S_079,0.6964145688842911
105,52722,-37.8150653,144.9918066,22 Highett Street,9685000,house,2011,3,1,2,not available,SC_068,1.7400636730862202,19978,0.036132657024996497,0,1,hospital_173,0.30567213348329314,S_076,0.6926358207344189
106,32998,-37.753588,145.019289,6 Adams Street,4976000,house,2014,3,1,0,not available,SC_047,1.9351596605483163,20014,1.8306157725815655,0,1,hospital_035,1.4461109262691507,S_105,1.406324585495727
107,2503,-37.783994,144.866364,7A Powell Crescent,5310000,house,2015,3,2,2,not available,SC_043,1.1573146286105558,20022,1.7247902011714296,0,1,hospital_056,2.0195360455169973,S_149,1.1576250204235485
108,55037,-37.836403,145.082994,14 Dominic Street,6255000,house,2011,4,2,2,not available,SC_099,2.5723600570488094,19850,1.0674444325923218,0,1,hospital_089,2.5373728648980487,S_160,1.0659585149045054
109,82639,-37.908272,145.260822,2 Minya Court,6604000,house,2012,4,2,2,not available,SC_049,4.441211647948371,19868,4.230554092858475,0,1,hospital_150,4.725255610477271,S_027,2.770166405887304
110,19660,-37.678945,144.89665,221 Johnstone Street,6188000,house,2012,3,1,2,not available,SC_059,1.4581758129794649,20030,2.0739655213937938,0,1,hospital_104,3.7780857079119943,S_153,2.2046110486368504
111,16936,-37.69923401,144.916275,27 Hartington Street,2600000,house,2008,3,1,1,not available,SC_059,3.01931656953957,20031,0.45825946576772275,0,1,hospital_184,4.894382978488045,S_209,1.0149714267259673
112,47934,-37.811047,145.048947,15 Thomas Street,24500000,house,2010,5,3,2,not available,SC_083,1.5747078462608812,19903,1.2926884929881295,0,1,hospital_064,0.2679454324093644,S_208,1.5466703454273278
113,7284,-37.736742,144.821847,192 Sunshine Avenue,3645000,house,2011,3,1,0,not available,SC_107,1.650109720033908,20002,2.1209501734334024,0,1,hospital_005,2.714206656240896,S_222,1.8372232410754128
114,91079,-37.968727,145.072256,9 Tilley Street,12545000,house,2015,4,2,3,not available,SC_003,1.4991521763359934,19866,1.5702506583943248,0,1,hospital_109,0.717349277374882,S_011,1.668811036053284
115,69732,-37.86397,145.090015,20 Poulter Street,11570000,house,2011,3,1,2,not available,SC_042,1.4942795473631958,19848,0.793950014108798,0,1,hospital_098,0.44494782403340016,S_112,0.42885499913684305
116,67695,-37.7466011,145.3650055,8 Horatio Court,5850000,house,2008,4,2,2,not available,SC_084,4.675257542414816,19876,1.817305894279336,0,1,hospital_151,1.0039426854570135,S_233,1.8314863150253913
117,64503,-37.785715,145.264297,43 Highland Avenue,6976000,house,2015,5,2,2,not available,SC_022,2.223692015007787,19878,1.7965289279721177,0,1,hospital_164,2.5706712249361265,S_157,1.514560502254133
118,95035,-37.923626,145.027855,19 Vunabere Avenue,15540000,house,2011,4,2,1,not available,SC_046,1.9925943459560438,19938,0.6898264242664117,0,1,hospital_110,1.310478553508395,S_107,1.331566035400711
119,80834,-37.973808,145.198184,15 King George Parade,2565000,house,2011,2,1,1,not available,SC_112,2.0927254176945755,19889,0.76080553975822,0,1,hospital_018,0.8800099262622505,S_183,1.7044794398997667
120,52786,-37.82191849,144.9906464,24 Richmond Terrace,5280000,house,2009,2,1,1,not available,SC_068,1.826816600452402,19908,0.24366558063254487,0,1,hospital_146,0.512252978325189,S_076,1.4379378757767372
121,6840,-37.78139877,144.8193207,56 King Edward Avenue,4080000,house,2008,3,1,2,not available,SC_102,1.2580797957045664,20004,0.6310245041670688,0,1,hospital_174,1.2327161382277658,S_080,1.212228172317793
122,79459,-37.98834,145.18444,1 Claremont Crescent,8528000,house,2015,5,2,3,not available,SC_057,1.0899740310741461,19889,1.286450355651748,0,1,hospital_096,1.3174097681685297,S_079,1.1758565297512409
123,32605,-37.746518,144.989999,32 Etnam Street,6957000,house,2015,3,1,2,not available,SC_103,1.3047900949304647,20013,0.9002632034943815,0,1,hospital_144,1.9483473757275829,S_105,1.3025220555969408
124,50870,-37.794597,145.117204,16 Katrina Street,4125000,house,2016,3,1,2,not available,SC_091,1.1386909645952157,20042,2.7662545354232244,0,1,hospital_117,1.9751163257983166,S_188,1.0356520160040534
125,46588,-37.703073,145.167361,1358 Main Road,10695000,house,2016,3,2,2,not available,SC_051,3.341609491983982,19987,2.0787310284241975,0,1,hospital_075,5.420727728878645,S_194,1.5627997943540861
126,67788,-37.76073,145.365529,98 Bastow Road,5340000,house,2014,3,2,2,not available,SC_084,4.549745197775744,19876,1.6720912569318351,0,1,hospital_113,0.955348054856136,S_233,1.4000275425632285
127,35350,-37.71365738,145.0173645,60 Strathmerton Street,3780000,house,2008,2,1,0,not available,SC_047,2.9965378215832965,20009,0.9426692004954197,0,1,hospital_139,1.754857658684991,S_225,1.6033030653190607
128,52359,-37.815314,144.997018,145 Highett Street,11180000,house,2013,3,2,2,not available,SC_068,2.1989870223806545,19978,0.4936976331401413,0,1,hospital_042,0.1586535589576443,S_076,0.6483659330810602
129,51549,-37.778214,145.111224,6 Dana Street,5536000,house,2012,4,2,3,not available,SC_091,1.6318019324123052,19896,4.61496892492289,0,1,hospital_194,0.6468427692336153,S_046,0.5719926852520764
130,66839,-37.754316,145.336561,1/31 Rouke Street,6160000,house,2013,3,2,2,not available,SC_084,2.0366196205387292,19876,0.9903201082706808,0,1,hospital_151,1.7696902678067643,S_233,1.2518427174810733
131,61930,-37.815071,145.213934,4 Margaret Street,3744000,house,2013,3,1,1,not available,SC_032,1.3339354225005087,19901,0.4374633433408226,0,1,hospital_010,1.818395884650326,S_040,1.3485797832412576
132,12745,-37.697457,144.751714,24 Joseph Drive,6304000,house,2011,3,2,1,not available,SC_048,4.053129545499071,20000,2.020528190865643,0,1,hospital_057,8.932623251557393,S_163,0.38656330391697963
133,14996,-37.728851,144.915849,13 Roslyn Street,6600000,house,2015,3,1,1,not available,SC_082,1.0700855665336304,20034,1.1075367101605047,0,1,hospital_184,1.77231661814693,S_198,1.7908554684111442
134,48137,-37.801476,145.037933,23 James Avenue,12240000,house,2014,3,2,1,not available,SC_083,2.1241607182172997,19904,2.2292154837545772,0,1,hospital_064,1.2156331665446658,S_039,0.7801512002165876
135,95680,-37.903878,145.030169,39 Bethell Street,11440000,house,2015,3,2,3,not available,SC_023,3.2768818162002216,19941,0.8328137393357139,0,1,hospital_126,1.0154861379676736,S_107,2.0332384459279718
